id	trait	note	group_name	mr	year	author	sex	pmid	population	unit	sample_size	nsnp	build	category	subcategory	ontology	ncase	consortium	ncontrol	priority	sd	N
eqtl-a-ENSG00000134278	ENSG00000134278	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19561	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134283	ENSG00000134283	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	20299	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134285	ENSG00000134285	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17550	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134287	ENSG00000134287	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17505	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134291	ENSG00000134291	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19401	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134294	ENSG00000134294	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18236	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134321	ENSG00000134321	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19306	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134324	ENSG00000134324	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19699	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134326	ENSG00000134326	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19299	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134352	ENSG00000134352	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18716	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134369	ENSG00000134369	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17993	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134371	ENSG00000134371	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18339	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134375	ENSG00000134375	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17958	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134440	ENSG00000134440	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19432	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134452	ENSG00000134452	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	22675	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134453	ENSG00000134453	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	22524	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134461	ENSG00000134461	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	22607	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134470	ENSG00000134470	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	22685	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134508	ENSG00000134508	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17170	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134516	ENSG00000134516	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19730	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134531	ENSG00000134531	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19009	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134574	ENSG00000134574	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	15836	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134644	ENSG00000134644	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19666	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134668	ENSG00000134668	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17471	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134686	ENSG00000134686	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17337	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134690	ENSG00000134690	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17949	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134709	ENSG00000134709	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17538	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134716	ENSG00000134716	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17571	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134748	ENSG00000134748	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17653	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134758	ENSG00000134758	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17775	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134769	ENSG00000134769	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16862	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134780	ENSG00000134780	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17652	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134802	ENSG00000134802	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18435	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134809	ENSG00000134809	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18226	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134815	ENSG00000134815	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18787	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134851	ENSG00000134851	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19196	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134871	ENSG00000134871	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	20895	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134884	ENSG00000134884	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19360	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134899	ENSG00000134899	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19730	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134909	ENSG00000134909	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18376	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134982	ENSG00000134982	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	21108	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134987	ENSG00000134987	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18967	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000134996	ENSG00000134996	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18954	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135018	ENSG00000135018	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19187	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135045	ENSG00000135045	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18867	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135048	ENSG00000135048	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17965	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135052	ENSG00000135052	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18385	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135074	ENSG00000135074	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19076	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135077	ENSG00000135077	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19275	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135093	ENSG00000135093	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18327	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135094	ENSG00000135094	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18719	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135108	ENSG00000135108	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19053	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135114	ENSG00000135114	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18209	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135124	ENSG00000135124	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18258	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135144	ENSG00000135144	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17712	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135148	ENSG00000135148	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	15954	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135205	ENSG00000135205	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18403	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135218	ENSG00000135218	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19163	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135249	ENSG00000135249	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18877	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135250	ENSG00000135250	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18918	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135272	ENSG00000135272	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16761	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135316	ENSG00000135316	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19499	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135318	ENSG00000135318	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19455	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135341	ENSG00000135341	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17994	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135362	ENSG00000135362	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19275	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135363	ENSG00000135363	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18269	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135365	ENSG00000135365	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16607	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135372	ENSG00000135372	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18673	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135387	ENSG00000135387	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18565	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135390	ENSG00000135390	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17318	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135392	ENSG00000135392	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17788	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135404	ENSG00000135404	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17959	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135414	ENSG00000135414	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17952	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135439	ENSG00000135439	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17285	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135452	ENSG00000135452	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17305	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135457	ENSG00000135457	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16695	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135469	ENSG00000135469	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16828	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135473	ENSG00000135473	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16714	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135486	ENSG00000135486	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17489	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135519	ENSG00000135519	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16284	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135521	ENSG00000135521	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18598	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135541	ENSG00000135541	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17328	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135587	ENSG00000135587	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18030	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135604	ENSG00000135604	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19047	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135605	ENSG00000135605	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16991	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135622	ENSG00000135622	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17544	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135631	ENSG00000135631	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	15748	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135632	ENSG00000135632	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	15845	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135636	ENSG00000135636	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18483	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135643	ENSG00000135643	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19172	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135655	ENSG00000135655	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18769	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135677	ENSG00000135677	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16643	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135679	ENSG00000135679	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18690	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135686	ENSG00000135686	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	24474	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135709	ENSG00000135709	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	23464	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135722	ENSG00000135722	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	15516	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135723	ENSG00000135723	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	15440	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135736	ENSG00000135736	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19857	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135749	ENSG00000135749	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	20438	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135775	ENSG00000135775	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19381	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135821	ENSG00000135821	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18344	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135829	ENSG00000135829	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18111	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135862	ENSG00000135862	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18091	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135898	ENSG00000135898	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19002	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135899	ENSG00000135899	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19134	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135912	ENSG00000135912	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17280	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135913	ENSG00000135913	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17307	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135916	ENSG00000135916	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18911	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135924	ENSG00000135924	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17614	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135925	ENSG00000135925	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17340	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135926	ENSG00000135926	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17619	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135929	ENSG00000135929	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17340	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135930	ENSG00000135930	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18633	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135932	ENSG00000135932	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18706	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135945	ENSG00000135945	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17309	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135951	ENSG00000135951	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16718	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135953	ENSG00000135953	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17557	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135956	ENSG00000135956	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	14099	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135960	ENSG00000135960	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18120	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000135999	ENSG00000135999	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16618	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000136002	ENSG00000136002	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17510	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000136003	ENSG00000136003	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19037	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000136026	ENSG00000136026	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18235	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000136044	ENSG00000136044	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19312	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000136045	ENSG00000136045	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18851	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000136048	ENSG00000136048	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18594	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000136051	ENSG00000136051	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19290	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000136059	ENSG00000136059	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17676	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000136098	ENSG00000136098	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17121	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000136100	ENSG00000136100	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17187	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000136104	ENSG00000136104	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17116	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000136111	ENSG00000136111	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19045	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000136144	ENSG00000136144	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17946	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000136146	ENSG00000136146	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18942	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000136153	ENSG00000136153	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18625	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000136167	ENSG00000136167	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18196	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000136169	ENSG00000136169	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17839	HG19/GRCh37	NA	NA	NA		NA		0		31684
